数据集,规范字段名,来源系统,来源接口,来源字段名,来源数据类型,来源单位,转换系数,来源字段说明,备注
index_kline_daily_qfq,open_li,db_aistock,market.index_kline_daily_qfq,open_li,float,厘,1.0,market.index_kline_daily_qfq 字段 open_li（开盘价，单位：厘）,指数前复权日K（厘/手）
index_kline_daily_qfq,high_li,db_aistock,market.index_kline_daily_qfq,high_li,float,厘,1.0,market.index_kline_daily_qfq 字段 high_li（最高价，单位：厘）,指数前复权日K（厘/手）
index_kline_daily_qfq,low_li,db_aistock,market.index_kline_daily_qfq,low_li,float,厘,1.0,market.index_kline_daily_qfq 字段 low_li（最低价，单位：厘）,指数前复权日K（厘/手）
index_kline_daily_qfq,close_li,db_aistock,market.index_kline_daily_qfq,close_li,float,厘,1.0,market.index_kline_daily_qfq 字段 close_li（收盘价，单位：厘）,指数前复权日K（厘/手）
index_kline_daily_qfq,volume_hand,db_aistock,market.index_kline_daily_qfq,volume_hand,float,手,1.0,market.index_kline_daily_qfq 字段 volume_hand（成交量，单位：手）,指数前复权日K（厘/手）
index_kline_daily_qfq,amount_li,db_aistock,market.index_kline_daily_qfq,amount_li,float,厘,1.0,market.index_kline_daily_qfq 字段 amount_li（成交额，单位：厘）,指数前复权日K（厘/手）
index_kline_daily_qfq,up_count,db_aistock,market.index_kline_daily_qfq,up_count,int,无,1.0,market.index_kline_daily_qfq 字段 up_count（上涨家数）,指数前复权日K（厘/手）
index_kline_daily_qfq,down_count,db_aistock,market.index_kline_daily_qfq,down_count,int,无,1.0,market.index_kline_daily_qfq 字段 down_count（下跌家数）,指数前复权日K（厘/手）
index_kline_daily_qfq,adjust_type,db_aistock,market.index_kline_daily_qfq,adjust_type,str,无,1.0,market.index_kline_daily_qfq 字段 adjust_type（复权类型，固定为 qfq）,指数前复权日K（厘/手）
index_kline_daily_qfq,source,db_aistock,market.index_kline_daily_qfq,source,str,无,1.0,market.index_kline_daily_qfq 字段 source（tdx_api / tdx_vipdoc）,指数前复权日K（厘/手）

index_kline_weekly_qfq,week_end_date,db_aistock,market.index_kline_weekly_qfq,week_end_date,str,无,1.0,market.index_kline_weekly_qfq 字段 week_end_date（周末日期 YYYY-MM-DD）,指数周前复权K（厘/手）
index_kline_weekly_qfq,code,db_aistock,market.index_kline_weekly_qfq,code,str,无,1.0,market.index_kline_weekly_qfq 字段 code（指数代码，如 399001.SZ）,指数周前复权K（厘/手）
index_kline_weekly_qfq,open_li,db_aistock,market.index_kline_weekly_qfq,open_li,float,厘,1.0,market.index_kline_weekly_qfq 字段 open_li（开盘价，单位：厘）,指数周前复权K（厘/手）
index_kline_weekly_qfq,high_li,db_aistock,market.index_kline_weekly_qfq,high_li,float,厘,1.0,market.index_kline_weekly_qfq 字段 high_li（最高价，单位：厘）,指数周前复权K（厘/手）
index_kline_weekly_qfq,low_li,db_aistock,market.index_kline_weekly_qfq,low_li,float,厘,1.0,market.index_kline_weekly_qfq 字段 low_li（最低价，单位：厘）,指数周前复权K（厘/手）
index_kline_weekly_qfq,close_li,db_aistock,market.index_kline_weekly_qfq,close_li,float,厘,1.0,market.index_kline_weekly_qfq 字段 close_li（收盘价，单位：厘）,指数周前复权K（厘/手）
index_kline_weekly_qfq,volume_hand,db_aistock,market.index_kline_weekly_qfq,volume_hand,float,手,1.0,market.index_kline_weekly_qfq 字段 volume_hand（成交量，单位：手）,指数周前复权K（厘/手）
index_kline_weekly_qfq,amount_li,db_aistock,market.index_kline_weekly_qfq,amount_li,float,厘,1.0,market.index_kline_weekly_qfq 字段 amount_li（成交额，单位：厘）,指数周前复权K（厘/手）
index_kline_weekly_qfq,up_count,db_aistock,market.index_kline_weekly_qfq,up_count,int,无,1.0,market.index_kline_weekly_qfq 字段 up_count（上涨家数）,指数周前复权K（厘/手）
index_kline_weekly_qfq,down_count,db_aistock,market.index_kline_weekly_qfq,down_count,int,无,1.0,market.index_kline_weekly_qfq 字段 down_count（下跌家数）,指数周前复权K（厘/手）
index_kline_weekly_qfq,adjust_type,db_aistock,market.index_kline_weekly_qfq,adjust_type,str,无,1.0,market.index_kline_weekly_qfq 字段 adjust_type（复权类型，固定为 qfq）,指数周前复权K（厘/手）
index_kline_weekly_qfq,source,db_aistock,market.index_kline_weekly_qfq,source,str,无,1.0,market.index_kline_weekly_qfq 字段 source（tdx_api / tdx_vipdoc）,指数周前复权K（厘/手）

index_kline_monthly_qfq,month_end_date,db_aistock,market.index_kline_monthly_qfq,month_end_date,str,无,1.0,market.index_kline_monthly_qfq 字段 month_end_date（月末日期 YYYY-MM-DD）,指数月前复权K（厘/手）
index_kline_monthly_qfq,code,db_aistock,market.index_kline_monthly_qfq,code,str,无,1.0,market.index_kline_monthly_qfq 字段 code（指数代码，如 399001.SZ）,指数月前复权K（厘/手）
index_kline_monthly_qfq,open_li,db_aistock,market.index_kline_monthly_qfq,open_li,float,厘,1.0,market.index_kline_monthly_qfq 字段 open_li（开盘价，单位：厘）,指数月前复权K（厘/手）
index_kline_monthly_qfq,high_li,db_aistock,market.index_kline_monthly_qfq,high_li,float,厘,1.0,market.index_kline_monthly_qfq 字段 high_li（最高价，单位：厘）,指数月前复权K（厘/手）
index_kline_monthly_qfq,low_li,db_aistock,market.index_kline_monthly_qfq,low_li,float,厘,1.0,market.index_kline_monthly_qfq 字段 low_li（最低价，单位：厘）,指数月前复权K（厘/手）
index_kline_monthly_qfq,close_li,db_aistock,market.index_kline_monthly_qfq,close_li,float,厘,1.0,market.index_kline_monthly_qfq 字段 close_li（收盘价，单位：厘）,指数月前复权K（厘/手）
index_kline_monthly_qfq,volume_hand,db_aistock,market.index_kline_monthly_qfq,volume_hand,float,手,1.0,market.index_kline_monthly_qfq 字段 volume_hand（成交量，单位：手）,指数月前复权K（厘/手）
index_kline_monthly_qfq,amount_li,db_aistock,market.index_kline_monthly_qfq,amount_li,float,厘,1.0,market.index_kline_monthly_qfq 字段 amount_li（成交额，单位：厘）,指数月前复权K（厘/手）
index_kline_monthly_qfq,up_count,db_aistock,market.index_kline_monthly_qfq,up_count,int,无,1.0,market.index_kline_monthly_qfq 字段 up_count（上涨家数）,指数月前复权K（厘/手）
index_kline_monthly_qfq,down_count,db_aistock,market.index_kline_monthly_qfq,down_count,int,无,1.0,market.index_kline_monthly_qfq 字段 down_count（下跌家数）,指数月前复权K（厘/手）
index_kline_monthly_qfq,adjust_type,db_aistock,market.index_kline_monthly_qfq,adjust_type,str,无,1.0,market.index_kline_monthly_qfq 字段 adjust_type（复权类型，固定为 qfq）,指数月前复权K（厘/手）
index_kline_monthly_qfq,source,db_aistock,market.index_kline_monthly_qfq,source,str,无,1.0,market.index_kline_monthly_qfq 字段 source（tdx_api / tdx_vipdoc）,指数月前复权K（厘/手）
stock_info,ts_code,db_aistock,market.stock_info,ts_code,str,无,1.0,market.stock_info 字段 ts_code（TS 股票代码，CHAR(9)）,证券基础信息增强（本地表）
stock_info,name,db_aistock,market.stock_info,name,str,无,1.0,market.stock_info 字段 name（证券名称）,证券基础信息增强（本地表）
stock_info,industry,db_aistock,market.stock_info,industry,str,无,1.0,market.stock_info 字段 industry（所属行业）,证券基础信息增强（本地表）
stock_info,market,db_aistock,market.stock_info,market,str,无,1.0,market.stock_info 字段 market（所属市场，如主板/中小板/创业板等）,证券基础信息增强（本地表）
stock_info,area,db_aistock,market.stock_info,area,str,无,1.0,market.stock_info 字段 area（所属地域）,证券基础信息增强（本地表）
stock_info,list_date,db_aistock,market.stock_info,list_date,str,无,1.0,market.stock_info 字段 list_date（上市日期，DATE）,证券基础信息增强（本地表）
stock_info,ext_json,db_aistock,market.stock_info,ext_json,json,无,1.0,market.stock_info 字段 ext_json（扩展信息 JSON）,证券基础信息增强（本地表）
stock_info,updated_at,db_aistock,market.stock_info,updated_at,str,无,1.0,market.stock_info 字段 updated_at（更新时间 TIMESTAMPTZ）,证券基础信息增强（本地表）

market_stats_snapshot,snapshot_time,db_aistock,market.market_stats_snapshot,snapshot_time,str,无,1.0,market.market_stats_snapshot 字段 snapshot_time（快照时间 TIMESTAMPTZ）,市场统计快照（本地表）
market_stats_snapshot,stats,db_aistock,market.market_stats_snapshot,stats,json,无,1.0,market.market_stats_snapshot 字段 stats（市场统计 JSON）,市场统计快照（本地表）

trade_calendar,cal_date,db_aistock,market.trading_calendar,cal_date,str,无,1.0,market.trading_calendar 字段 cal_date（日历日期，DATE）,本地交易日历表
trade_calendar,is_open,db_aistock,market.trading_calendar,is_trading,bool,无,1.0,market.trading_calendar 字段 is_trading（是否交易日，BOOLEAN）,本地交易日历表
